,Entity,Type
7431,nalbuphine,drug
7769,nalbuphine,drug
4716,nalidixic acid,drug
4772,nalidixic acid,drug
4788,nalidixic acid,drug
4662,nalidixic acid,drug
4776,nalidixic acid,drug
107,naloxone,drug
2310,naloxone,drug
114,naloxone,drug
111,naloxone,drug
2306,naloxone,drug
2307,naloxone,drug
109,naloxone,drug
96,naloxone,drug
105,naloxone,drug
100,naloxone,drug
4808,naltrexone,drug
4805,naltrexone,drug
6687,naproxen,drug
5424,naproxen,drug
5397,naproxen,drug
5425,naproxen,drug
9948,naproxen,drug
4501,naproxen,drug
9355,naproxen,drug
5405,naproxen,drug
5403,naproxen,drug
7210,naproxen,drug
3435,naproxen,drug
5415,naproxen,drug
1602,naproxen,drug
3334,naproxen,drug
5398,naproxen,drug
1358,naproxen,drug
4717,naproxen,drug
1356,naproxen,drug
1357,naproxen,drug
5416,naproxen,drug
4663,naproxen,drug
1598,naproxen sodium,drug
5419,naproxen sodium,drug
8597,naratriptan,drug
8589,naratriptan,drug
8586,naratriptan,drug
8587,naratriptan,drug
11472,narcotic,group
11146,narcotic analgesics,group
1199,narcotic analgesics,group
9127,narcotic analgesics,group
4522,narcotic analgesics,group
11050,narcotic analgesics,group
901,narcotic analgesics,group
3236,narcotic analgesics,group
9205,narcotic analgesics,group
7971,narcotics,group
5013,narcotics,group
66,narcotics,group
8249,narcotics,group
10518,narcotics,group
11415,narcotics,group
4527,narcotics,group
3159,narcotics,group
10219,narcotics,group
10475,narcotics,group
10272,narcotics,group
1655,narcotics,group
9332,nasal vasoconstrictor,group
9335,nasal vasoconstrictor,group
1472,nateglinide,drug
1471,nateglinide,drug
10495,nefazodone,drug
5247,nefazodone,drug
1430,nefazodone,drug
10889,nefazodone,drug
2811,nefazodone,drug
7252,nefazodone,drug
3805,nefazodone,drug
7497,nefazodone,drug
9410,nefazodone,drug
10893,nelfinavir,drug
10606,nelfinavir,drug
9144,nelfinavir,drug
10608,nelfinavir,drug
7253,nelfinavir,drug
9835,nelfinavir,drug
10612,nelfinavir,drug
2814,nelfinavir,drug
1423,nelfinavir,drug
10207,nelfinavir,drug
6121,nelfinavir,drug
554,nelfinavir,drug
9411,nelfinavir,drug
7498,nelfinavir,drug
4862,nelfinavir,drug
7591,nelfinavir,drug
7847,neomycin,drug
7852,neomycin,drug
7849,neomycin,drug
10402,neomycin,drug
2205,neostigmine,drug
8194,netilmicin,drug
7634,neuroleptic,drug
5995,neuroleptic,group
4146,neuroleptics,group
4139,neuroleptics,group
4365,neuroleptics,group
4367,neuroleptics,group
7167,neuroleptics,group
4151,neuroleptics,group
7764,neuroleptics,group
4368,neuroleptics,group
4152,neuroleptics,group
4366,neuroleptics,group
5615,neuromuscular blocking agents,group
2193,neuromuscular blocking agents,group
5439,neuromuscular blocking agents,group
5517,neuromuscular blocking agents,group
2831,neuromuscular blocking agents,group
10581,neurotensin,drug_n
10579,neurotensin,drug_n
10573,neurotensin,drug_n
10577,neurotensin,drug_n
10570,neurotensin,drug_n
9836,nevirapine,drug
4894,nevirapine,drug
9798,nevirapine,drug
9793,nevirapine,drug
9788,nevirapine,drug
9845,nevirapine,drug
9809,nevirapine,drug
9846,nevirapine,drug
9812,nevirapine,drug
9787,nevirapine,drug
9831,nevirapine,drug
9786,nevirapine,drug
4885,nevirapine,drug
9851,nevirapine,drug
9785,nevirapine,drug
9826,nevirapine,drug
3252,niacin,drug
10999,niacin,drug
2434,niacin,drug
3806,niacinamide,drug
9942,nicardipine,drug
1463,nicardipine,drug
9939,nicardipine,drug
5248,nicardipine,drug
1475,nicardipine,drug
7406,nicardipine,drug
9923,nicardipine HCl,drug
9936,nicardipine HCl,drug
9949,nicardipine HCl,drug
9933,nicardipine HCl,drug
9926,nicardipine HCl,drug
9937,nicardipine HCl,drug
3807,nicotinamide,drug
9396,nicotine,drug
11150,nicotine,drug
7121,nicotine,drug
8244,nicotine,drug
7109,nicotine,drug
9398,nicotine,drug
9394,nicotine,drug
3253,nicotinic acid,drug
8152,nicotinic acid,drug
7055,nicotinic acid,drug
5773,nicotinic acid,drug
11591,nicotinic acid,drug
6178,nicotinic acid,drug
1816,nifedipine,drug
5792,nifedipine,drug
2914,nifedipine,drug
6325,nifedipine,drug
5133,nifedipine,drug
5140,nifedipine,drug
1809,nifedipine,drug
1793,nifedipine,drug
9867,nifedipine,drug
814,nifedipine,drug
1811,nifedipine,drug
5122,nifedipine,drug
6763,nifedipine,drug
6322,nifedipine,drug
5132,nifedipine,drug
3444,nifedipine,drug
7407,nifedipine,drug
5130,nifedipine,drug
1814,nifedipine,drug
6335,nifedipine,drug
5143,nifedipine,drug
7002,nifedipine,drug
5147,nifedipine,drug
5152,nifedipine,drug
8737,nifedipine,drug
8738,nifedipine,drug
5155,nifedipine,drug
5150,nifedipine,drug
5148,nifedipine,drug
8741,nifedipine,drug
5156,nifedipine,drug
3128,nilutamide,drug
3124,nilutamide,drug
3130,nilutamide,drug
8033,nimodipine,drug
4936,nimodipine,drug
335,nimodipine,drug
8042,nimodipine,drug
4934,nimodipine,drug
4938,nimodipine,drug
6621,nisoldipine,drug
6617,nisoldipine,drug
6638,nisoldipine,drug
6630,nisoldipine,drug
6635,nisoldipine,drug
6625,nisoldipine,drug
6614,nisoldipine,drug
6636,nisoldipine,drug
4000,nitazoxanide,drug
3997,nitazoxanide,drug
9606,nitrate,group
9207,nitrates,group
5126,nitrates,group
8856,nitrates,group
8727,nitrates,group
4845,nitrates,group
8732,nitrates,group
870,nitrates,group
8734,nitrates,group
5338,nitrates,group
3519,nitrates,group
3411,nitric oxide donor compounds,group
9208,nitrites,group
9281,nitroferricyanide,drug
3413,nitroglycerin,drug
7161,nitroglycerin,drug
3520,nitroglycerin,drug
872,nitroglycerin,drug
5337,nitroglycerin,drug
9280,nitroprusside,drug
445,nitroprusside,drug
7162,nitroprusside,drug
6807,nitrous oxide,drug
2919,nitrous oxide,drug
10225,nitrous oxide,drug
2165,nitrous oxide,drug
6966,non- steroidal anti- inflammatory agents,group
6961,non- steroidal antiinflammatory agent,group
5527,non-depolarising muscle relaxants,group
10450,non-depolarizing muscle relaxants,group
4816,non-opioid analgesics,group
6266,non-potassium sparing diuretics,group
6260,non-potassium sparing diuretics,group
7807,non-selective MAO inhibitor,group
1484,non-selective beta-adrenergic-blocking agents,group
3421,non-steroidal anti-inflammatory,group
7999,non-steroidal anti-inflammatory agent,group
2363,non-steroidal anti-inflammatory agents,group
8004,non-steroidal anti-inflammatory agents,group
858,non-steroidal anti-inflammatory drugs,group
4750,non-steroidal anti-inflammatory drugs,group
5186,non-steroidal anti-inflammatory drugs,group
4114,non-steroidal anti-inflammatory drugs,group
5228,non-steroidal antiinflammatory drugs,group
3161,nonbarbiturate hypnotics,group
2155,nondepolarizing agents,group
2173,nondepolarizing agents,drug
6820,nondepolarizing agents,group
9586,nondepolarizing muscle relaxants,group
6727,nondepolarizing muscle relaxants,group
9587,nondepolarizing muscle relaxants,group
5459,nondepolarizing neuromuscular blocking agents,group
6836,nondepolarizing neuromuscular blocking agents,group
2162,nondepolarizing neuromuscular blocking agents,group
1332,nonsteroial anti-inflammatory drugs,group
2348,nonsteroidal anti-inflammatory,group
5360,nonsteroidal anti-inflammatory agents,group
744,nonsteroidal anti-inflammatory agents,group
1480,nonsteroidal anti-inflammatory agents,group
8135,nonsteroidal anti-inflammatory agents,group
10269,nonsteroidal anti-inflammatory agents,group
6154,nonsteroidal anti-inflammatory agents,group
10279,nonsteroidal anti-inflammatory agents,group
3313,nonsteroidal anti-inflammatory drug,group
740,nonsteroidal anti-inflammatory drug,group
8827,nonsteroidal anti-inflammatory drugs,group
7346,nonsteroidal anti-inflammatory drugs,group
7351,nonsteroidal anti-inflammatory drugs,group
10391,nonsteroidal anti-inflammatory drugs,group
5603,nonsteroidal anti-inflammatory drugs,group
1134,nonsteroidal antiinflammatory agents,group
9737,noradrenaline,drug
9743,noradrenaline,drug
6969,norbuprenorphine,drug_n
10422,norepinephrine,drug
10411,norepinephrine,drug
6784,norepinephrine,drug
1769,norepinephrine,drug
10412,norepinephrine,drug
2863,norepinephrine,drug
5305,norepinephrine,drug
10413,norepinephrine,drug
10414,norepinephrine,drug
10428,norepinephrine,drug
10415,norepinephrine,drug
10417,norepinephrine,drug
7443,norepinephrine,drug
11108,norepinephrine,drug
10425,norepinephrine,drug
4481,norepinephrine,drug
10420,norepinephrine,drug
8923,norepinephrine,drug
7450,norepinephrine,drug
10410,norepinephrine,drug
7987,norepinephrine,drug
6490,norepinephrine,drug
10569,norepinephrine,drug
9036,norepinephrine,drug
5976,norethindrone,drug
1630,norethindrone,drug
271,norethindrone,drug
3034,norethindrone,drug
1635,norethindrone,drug
3285,norethindrone,drug
10858,norethindrone,drug
2118,norethindrone,drug
10856,norethindrone,drug
1632,norethindrone acetate,drug
3036,norethindrone acetate,drug
10432,norfloxacin,drug
488,norfluoxetine,drug_n
5975,norgestrel,drug
485,nortriptyline,drug
7463,nortriptyline,drug_n
1534,nortriptyline,drug
376,nortriptyline,drug
3863,nortriptyline,drug
491,nortriptyline hydrochloride,drug
2431,octreotide,drug
10434,ofloxacin,drug
9296,ofloxacin,drug
9292,ofloxacin,drug
9288,ofloxacin,drug
9285,ofloxacin,drug
1943,olanzapine,drug
1949,olanzapine,drug
1950,olanzapine,drug
1934,olanzapine,drug
1936,olanzapine,drug
1947,olanzapine,drug
1944,olanzapine,drug
1961,olanzapine,drug
2804,olanzapine,drug
1957,olanzapine,drug
1959,olanzapine,drug
1940,olanzapine,drug
1962,olanzapine,drug
1963,olanzapine,drug
1966,olanzapine,drug
1974,olanzapine,drug
3864,olanzapine,drug
1954,olanzapine,drug
1938,olanzapine,drug
5496,olprinone,drug_n
3015,olsalazine,drug
8035,omega-agatoxin IVA,drug_n
8041,omega-agatoxin IVA,drug_n
8044,omega-agatoxin VIA,drug_n
8040,omega-conotoxin GVIA,drug_n
8034,omega-conotoxin GVIA,drug_n
8043,omega-conotoxin GVIA,drug_n
10775,omeprazole,drug
4502,omeprazole,drug
11305,omeprazole,drug
10776,omeprazole,drug
2246,omeprazole,drug
11304,omeprazole,drug
8468,omeprazole,drug
9439,omeprazole,drug
9632,ondansetron,drug
9626,ondansetron,drug
9628,ondansetron,drug
9624,ondansetron,drug
9633,ondansetron,drug
9622,ondansetron,drug
9621,ondansetron,drug
10811,ondansetron,drug
11555,ondansetron,drug
9613,ondansetron,drug
9620,ondansetron,drug
9612,ondansetron,drug
5750,opiate,group
9829,opiate,group
9574,opiate analgesics,group
3659,opiates,group
5986,opiates,group
7437,opioid,group
7114,opioid,group
5070,opioid,group
7025,opioid,group
4406,opioid,group
4404,opioid,group
7772,opioid agonist analgesic,group
9167,opioid analgesics,group
10702,opioid analgesics,group
10698,opioid analgesics,group
9306,opioids,group
10693,opioids,group
2921,opioids,group
8409,opioids,group
7024,opioids,group
7414,opioids,group
9154,opioids,group
7027,opioids,group
99,opioids,group
2536,organic nitrates,group
2263,organophosphate insecticide,drug_n
8015,organophosphorous compound,group
4416,orphenadrine,drug
344,orphenadrine,drug
2973,ouabain,drug
2984,ouabain,drug
2985,ouabain,drug
2976,ouabain,drug
2969,ouabain,drug
2981,ouabain,drug
10027,oxacillin,drug
10967,oxandrolone,drug
10963,oxandrolone,drug
10957,oxandrolone,drug
3332,oxaprozin,drug
3947,oxazepam,drug
1830,oxcarbazepine,drug
1823,oxcarbazepine,drug
1834,oxcarbazepine,drug
1820,oxcarbazepine,drug
3866,oxcarbazepine,drug
10332,oxipurinol,drug
10334,oxipurinol,drug
4718,oxolinic acid,drug
4664,oxolinic acid,drug
702,oxybutynin,drug
684,oxybutynin,drug
696,oxybutynin,drug
687,oxybutynin chloride,drug
5758,oxycodone,drug
5762,oxycodone,drug
5763,oxycodone,drug
5754,oxycodone,drug
5756,oxycodone,drug
5747,oxycodone,drug
2166,oxygen,drug
6808,oxygen,drug
9333,oxymetazoline,drug
10699,oxymorphone,drug
4719,oxyphenbutazone,drug
3489,oxyphenbutazone,drug
3491,oxyphenbutazone,drug
1209,oxyphenbutazone,drug
1211,oxyphenbutazone,drug
4665,oxyphenbutazone,drug
2548,oxytetracycline,drug
8333,oxytocic agents,group
2149,oxytocic agents,group
2150,oxytocic agents,group
8332,oxytocic drugs,group
9097,oxytocic drugs,group
7440,oxytocin,drug
7448,oxytocin,drug
7444,oxytocin,drug
7447,oxytocin,drug
7442,oxytocin,drug
7452,oxytocin,drug
1185,paclitaxel,drug
1165,paclitaxel,drug
1171,paclitaxel,drug
1163,paclitaxel,drug
1175,paclitaxel,drug
1161,paclitaxel,drug
1181,paclitaxel,drug
1176,paclitaxel,drug
1160,paclitaxel,drug
1167,paclitaxel,drug
1178,paclitaxel,drug
1183,paclitaxel,drug
1168,paclitaxel,drug
1173,paclitaxel,drug
1162,paclitaxel,drug
9636,paclitaxel,drug
1169,paclitaxel,drug
6124,paclitaxel,drug
6111,paclitaxel,drug
669,paliperidone,drug
671,paliperidone,drug
668,paliperidone,drug
683,paliperidone,drug
673,paliperidone,drug
2970,palytoxin,drug_n
5785,pancreatin,drug
6802,pancuronium,drug
10174,pancuronium,drug
3452,pantoprazole,drug
3460,pantoprazole,drug
3451,pantoprazole,drug
3426,pantoprazole,drug
3467,pantoprazole,drug
3453,pantoprazole,drug
3456,pantoprazole,drug
3600,papaverine,drug
8095,para-aminobenzoic acid,drug_n
9365,para-aminosalicylic acid,drug
4503,paracetamol,drug
4600,paraldehyde,drug
4623,paraldehyde,drug
10756,paraxanthine,drug_n
9750,pargyline,drug
7246,paricalcitol,drug
7243,paricalcitol,drug
7244,paricalcitol,drug
2656,paroxetine,drug
5665,paroxetine,drug
7608,paroxetine,drug
10927,paroxetine,drug
11278,paroxetine,drug
10925,paroxetine,drug
11531,paroxetine,drug
11134,paroxetine,drug
4196,paroxetine,drug
2960,paroxetine,drug
5962,paroxetine,drug
9009,paroxetine,drug
2798,paroxetine,drug
7400,paroxetine,drug
379,paroxetine,drug
8595,paroxetine,drug
5969,paroxetine,drug
11074,paroxetine,drug
1521,paroxetine,drug
6251,paroxetine,drug
7787,paroxetine,drug
952,paroxetine,drug
951,paroxetine,drug
4918,pectin,drug
185,peginterferon,drug
183,peginterferon,drug
172,pegylated interferon alfa-2a,drug
3614,penciclovir,drug
3612,penciclovir,drug
9778,penicillamine,drug
11008,penicillin,drug
9559,penicillin,drug
4355,penicillin,drug
11010,penicillin,group
10153,penicillin,drug
10155,penicillin,drug
3549,penicillin,drug
3738,penicillin G,drug
3510,penicillins,group
10463,penicillins,drug
3044,penicillins,group
7861,penicillins,group
2361,pentamidine,drug
8417,pentazocine,drug
8424,pentazocine,drug
8420,pentazocine,drug
5879,pentazocine,drug
7430,pentazocine,drug
7768,pentazocine,drug
8423,pentazocine,drug
8415,pentazocine,drug
7735,pentobarbital,drug
7736,pentobarbital,drug
8968,pentostatin,drug
4720,pentoxifylline,drug
4666,pentoxifylline,drug
8667,perchlorate,drug_n
8664,perchlorate,drug_n
8669,perchlorate,drug_n
7175,pergolide mesylate,drug
7176,pergolide mesylate,drug
2411,perindopril,drug
2382,perindopril,drug
2420,perindopril,drug
2385,perindopril,drug
2418,perindopril,drug
2417,perindopril,drug
2414,perindopril,drug
2387,perindoprilat,drug_n
2412,perindoprilat,drug_n
2419,perindoprilat,drug_n
2928,peripheral vasoconstrictors,group
5069,peripherally restricted opioid antagonist,group
8665,pertechnetate,drug
8668,pertechnetate,drug
2290,phencyclidine,drug_n
5700,phencyclidine,drug_n
3573,phencyclidine,drug_n
3571,phencyclidine,drug_n
11386,phenelzine,drug
395,phenelzine,drug
4903,phenelzine,drug
3352,phenelzine,drug
9749,phenelzine sulfate,drug
5621,phenobarbital,drug
1863,phenobarbital,drug
1859,phenobarbital,drug
1772,phenobarbital,drug
1595,phenobarbital,drug
1773,phenobarbital,drug
9717,phenobarbital,drug
603,phenobarbital,drug
10708,phenobarbital,drug
3825,phenobarbital,drug
5844,phenobarbital,drug
11225,phenobarbital,drug
9671,phenobarbital,drug
580,phenobarbital,drug
600,phenobarbital,drug
618,phenobarbital,drug
6227,phenobarbital,drug
11218,phenobarbital,drug
7514,phenobarbital,drug
2894,phenobarbital,drug
2494,phenobarbital,drug
8993,phenobarbital,drug
8544,phenobarbital,drug
3151,phenobarbital,drug
357,phenobarbital,drug
6440,phenobarbital,drug
4259,phenobarbital,drug
4058,phenobarbital,drug
10214,phenobarbital,drug
5820,phenobarbital,drug
6366,phenobarbital,drug
10018,phenobarbital,drug
11165,phenobarbital,drug
8346,phenobarbital,drug
3739,phenobarbital,drug
11495,phenobarbital,drug
6534,phenobarbital,drug
4061,phenobarbital,drug
6659,phenobarbital,drug
11167,phenobarbital,drug
9423,phenobarbital,drug
5555,phenobarbital,drug
980,phenobarbital,drug
1272,phenobarbital,drug
6945,phenobarbital,drug
3136,phenobarbital,drug
8010,phenobarbital sodium,drug
8021,phenobarbital sodium,drug
8016,phenobarbital sodium,drug
4795,phenobarbitone,drug
10136,phenothiazine,group
3378,phenothiazine,group
2442,phenothiazine derivatives,group
9713,phenothiazines,group
2923,phenothiazines,group
3780,phenothiazines,group
11126,phenothiazines,group
7418,phenothiazines,group
9083,phenothiazines,group
8874,phenothiazines,group
3238,phenothiazines,group
5008,phenothiazines,group
7600,phenothiazines,group
10476,phenothiazines,group
9202,phenothiazines,group
10692,phenothiazines,group
4972,phenothiazines,group
4396,phenothiazines,group
750,phenothiazines,group
1401,phenothiazines,group
3593,phenothiazines,group
2221,phenothiazines,group
11416,phenothiazines,group
6173,phenothiazines,group
4046,phenothiazines,group
5660,phenothiazines,group
9160,phenothiazines,group
506,phenothiazines,group
7168,phenothiazines,group
9001,phenothiazines,group
5768,phenothiazines,group
7155,phenothiazines,group
4919,phenothiazines,group
5237,phenothiazines,group
6849,phenothiazines,group
9129,phenothiazines,group
1537,phenothiazines,group
1657,phenothiazines,group
3163,phenothiazines classes of antipsychotic agents,group
6936,phenprocoumon,drug
1286,phenprocoumon,drug
5118,phentermine hydrochloride,drug
2977,phentolamine,drug
2975,phentolamine,drug
8228,phenylalkylamine,group
4667,phenylbutazone,drug
1673,phenylbutazone,drug
6230,phenylbutazone,drug
11500,phenylbutazone,drug
4721,phenylbutazone,drug
3111,phenylbutazone,drug
3733,phenylbutazone,group
3181,phenylbutazone,drug
4047,phenylbutazone,drug
6864,phenylpropanolamine,drug
4418,phenyltoloxamine,drug_n
4722,phenyramidol,drug_n
4668,phenyramidol,drug_n
3599,phenytoin,drug
4163,phenytoin,drug
1270,phenytoin,drug
613,phenytoin,drug
4082,phenytoin,drug
3654,phenytoin,drug
4387,phenytoin,drug
11242,phenytoin,drug
6690,phenytoin,drug
8510,phenytoin,drug
6355,phenytoin,drug
225,phenytoin,drug
6367,phenytoin,drug
4021,phenytoin,drug
6533,phenytoin,drug
4057,phenytoin,drug
8541,phenytoin,drug
7306,phenytoin,drug
10707,phenytoin,drug
11241,phenytoin,drug
10482,phenytoin,drug
7307,phenytoin,drug
590,phenytoin,drug
4164,phenytoin,drug
9098,phenytoin,drug
6837,phenytoin,drug
3005,phenytoin,drug
6619,phenytoin,drug
10212,phenytoin,drug
226,phenytoin,drug
5772,phenytoin,drug
9617,phenytoin,drug
4389,phenytoin,drug
3149,phenytoin,drug
5394,phenytoin,drug
11117,phenytoin,drug
2194,phenytoin,drug
6839,phenytoin,drug
2196,phenytoin,drug
10585,phenytoin,drug
2200,phenytoin,drug
4895,phenytoin,drug
9101,phenytoin,drug
10805,phenytoin,drug
978,phenytoin,drug
6623,phenytoin,drug
1467,phenytoin,drug
1141,phenytoin,drug
1477,phenytoin,drug
11240,phenytoin,drug
3445,phenytoin,drug
8345,phenytoin,drug
6342,phenytoin,drug
4017,phenytoin,drug
8151,phenytoin,drug
3004,phenytoin,drug
4026,phenytoin,drug
4996,phenytoin,drug
2231,phenytoin,drug
3002,phenytoin,drug
10650,phenytoin,drug
4723,phenytoin,drug
4317,phenytoin,drug
3047,phenytoin,drug
1578,phenytoin,drug
7512,phenytoin,drug
6658,phenytoin,drug
10778,phenytoin,drug
7940,phenytoin,drug
9350,phenytoin,drug
4994,phenytoin,drug
6177,phenytoin,drug
4315,phenytoin,drug
4390,phenytoin,drug
5392,phenytoin,drug
6353,phenytoin,drug
4998,phenytoin,drug
8454,phenytoin,drug
8990,phenytoin,drug
9420,phenytoin,drug
1862,phenytoin,drug
4669,phenytoin,drug
1858,phenytoin,drug
1855,phenytoin,drug
10900,phenytoin,drug
5842,phenytoin,drug
5556,phenytoin,drug
2893,phenytoin,drug
4348,phenytoin,drug
1187,phenytoin,drug
6439,phenytoin,drug
2527,phenytoin,drug
11021,phenytoin,drug
4999,phenytoin,drug
1189,phenytoin,drug
1191,phenytoin,drug
6735,phenytoin,drug
3500,phenytoin,drug
4886,phenytoin,drug
1580,phenytoin,drug
9532,phenytoin,drug
9533,phenytoin,drug
9534,phenytoin,drug
6653,phenytoin,drug
4260,phenytoin,drug
5393,phenytoin,drug
9718,phenytoin,drug
3494,phenytoin,drug
1406,phenytoin,drug
11565,phenytoin,drug
5622,phenytoin,drug
4060,phenytoin,drug
4744,phenytoin,drug
358,phenytoin,drug
4029,phenytoin,drug
5461,phenytoin,drug
2003,phenytoin,drug
3653,phenytoin,drug
2004,phenytoin,drug
11563,phenytoin,drug
4747,phenytoin,drug
9526,phenytoin,drug
4391,phenytoin,drug
5818,phenytoin,drug
760,phenytoin,drug
4066,phenytoin,drug
1113,phenytoin,drug
1581,phenytoin,drug
3126,phenytoin,drug
4053,phenytoin,drug
3388,phenytoin,drug
4796,phenytoin,drug
4031,phenytoin,drug
2493,phenytoin,drug
3908,phenytoin,drug
4079,phenytoin,drug
4015,phenytoin,drug
1777,phenytoin,drug
1776,phenytoin,drug
3134,phenytoin,drug
10782,phenytoin,drug
3182,phenytoin sodium,drug
10779,phenytoin sodium,drug
6478,phenytoins,drug
3072,phosphate,drug
3744,phosphate,drug_n
3662,phosphorous insecticides,drug_n
3776,photosensitizing agents,group
4100,physostigmine,drug
4488,pilocarpine,drug
5812,pilocarpine,drug
2647,pimozide,drug
2645,pimozide,drug
6852,pimozide,drug
9456,pimozide,drug
8556,pimozide,drug
2643,pimozide,drug
9654,pimozide,drug
9652,pimozide,drug
6505,pindolol,drug
3634,pioglitazone,drug
10041,piperacillin,drug
10451,piperacillin,drug
10036,piperacillin,drug
10448,piperacillin,drug
10467,piperacillin,drug
10447,piperacillin,drug
10455,piperacillin,drug
10441,piperacillin,drug
10445,piperacillin,drug
10465,piperacillin,drug
10047,piperacillin,drug
10141,piperazine,drug
10139,piperazine,drug
10135,piperazine,drug
3436,piroxicam,drug
10934,piroxicam,drug
10940,piroxicam,drug
7841,piroxicam,drug
7837,piroxicam,drug
6688,piroxicam,drug
10291,platelet aggregation inhibitors,group
10931,platelet inhibitors,group
11209,platelet inhibitors,group
8447,polyene antibiotics,group
8442,polyene antibiotics,group
2206,polymyxin B,drug
914,polymyxin B,drug
5449,polymyxins,group
6826,polymyxins,group
2179,polymyxins,group
2396,potassium,drug
5357,potassium,drug
5356,potassium,drug
794,potassium,drug
884,potassium,drug
7190,potassium,drug
457,potassium chloride,drug
754,potassium chloride,drug
4914,potassium chloride,drug
6963,potassium- sparing diuretics,group
1066,potassium-sparing antihypertensives,group
10008,potassium-sparing diuretics,group
5208,potassium-sparing diuretics,group
2392,potassium-sparing diuretics,group
880,potassium-sparing diuretics,group
8001,potassium-sparing diuretics,group
5224,potassium-sparing diuretics,group
5222,potassium-sparing diuretics,group
1909,pralidoxime,drug
1907,pralidoxime,drug
1912,pralidoxime,drug
539,pravastatin,drug
538,pravastatin,drug
7727,pravastatin,drug
1464,pravastatin,drug
11334,pravastatin,drug
10982,pravastatin,drug
540,pravastatin,drug
7723,pravastatin,drug
3868,praziquantel,drug
3375,prednisolone,drug
10013,prednisolone,drug
1802,prednisolone,drug
10023,prednisolone,drug
3112,prednisolone,drug
2120,prednisolone,drug
1791,prednisolone,drug
2122,prednisolone,drug
2123,prednisone,drug
3370,prednisone,drug
8948,prednisone,drug
2233,prednisone,drug
4504,prednisone,drug
3415,prilocaine,drug
4601,primidone,drug
6229,primidone,drug
601,primidone,drug
4624,primidone,drug
11243,primidone,drug
4261,primidone,drug
11247,primidone,drug
3886,primidone,drug
6368,primidone,drug
619,primidone,drug
10586,primidone,drug
3827,primidone,drug
11245,primidone,drug
604,primidone,drug
7240,probenecid,drug
10686,probenecid,drug
6347,probenecid,drug
3611,probenecid,drug
10656,probenecid,drug
6711,probenecid,drug
10453,probenecid,drug
779,probenecid,drug
6406,probenecid,drug
8119,probenecid,drug
5178,probenecid,drug
6159,probenecid,drug
6317,probenecid,drug
1901,probenecid,drug
9388,probenecid,drug
6409,probenecid,drug
6417,probenecid,drug
8116,probenecid,drug
1650,probenecid,drug
8474,probenecid,drug
8114,probenecid,drug
6707,probenecid,drug
6418,probenecid,drug
6195,probenecid,drug
9256,probenecid,drug
6422,probenecid,drug
1690,probenecid,drug
1648,probenecid,drug
8839,probenecid,drug
2352,probenecid,drug
6429,probenecid,drug
8139,probenecid,drug
6407,probenecid,drug
6421,probenecid,drug
6834,procainamide,drug
4457,procainamide,drug
2187,procainamide,drug
5457,procainamide,drug
5009,procainamide,drug
10173,procainamide,drug
3539,procainamide,drug
8098,procainamide,drug
6751,procainamide,drug
5525,procaine,drug
2209,procaine,drug
5516,procaine hydrochloride,drug
5509,procaine hydrochloride,drug
5519,procaine hydrochloride,drug
5507,procaine hydrochloride,drug
5503,procaine hydrochloride,drug
5513,procaine hydrochloride,drug
5506,procaine hydrochloride,drug
5524,procaine hydrochloride,drug
11388,procarbazine,drug
10361,procarbazine,drug
3384,prochlorperazine,drug
1994,progestational contraceptives,group
8470,progesterone,drug
8184,progestin,group
1992,progestin,drug
1991,progestin,drug
8182,progestin,group
8452,progestin,group
5973,progestin-only oral contraceptives,group
3742,progestins,group
7148,progestins,group
2446,progestogens,group
4670,prolonged narcotics,group
4724,prolonged narcotics,group
970,promethazine,drug
967,promethazine,drug
3386,promethazine,drug
4921,promethazine,drug
4419,promethazine,drug
2572,promoter,drug
7602,propafenone,drug
9003,propafenone,drug
509,propafenone,drug
5826,propafenone,drug
389,propafenone,drug
5829,propafenone,drug
5832,propafenone,drug
11128,propafenone,drug
1539,propafenone,drug
5833,propafenone,drug
815,propanolol,drug
819,propantheline,drug
3146,propantheline,drug
3142,propantheline,drug
10700,propofol,drug
5249,propofol,drug
8623,propofol,drug
8622,propofol,drug
8620,propofol,drug
10223,propofol,drug
8615,propofol,drug
8617,propofol,drug
8618,propofol,drug
6818,propofol,drug
2428,propoxyphene,drug
3809,propoxyphene,drug
7380,propoxyphene,drug
1779,propoxyphene,drug
3396,propoxyphene,drug
3399,propoxyphene,drug
3400,propoxyphene,drug
5268,propoxyphene hydrochloride,drug
6654,propranolol,drug
9913,propranolol,drug
11464,propranolol,drug
5793,propranolol,drug
2232,propranolol,drug
7208,propranolol,drug
7666,propranolol,drug
874,propranolol,drug
7007,propranolol,drug
3736,propranolol,drug
2881,propranolol,drug
5853,propranolol,drug
7667,propranolol,drug
7669,propranolol,drug
7670,propranolol,drug
4190,propranolol,drug
2879,propranolol,drug
2877,propranolol,drug
8844,propranolol,drug
5841,propranolol,drug
3355,propranolol,drug
9944,propranolol,drug
9696,propranolol,drug
5412,propranolol,drug
7665,propranolol,drug
9094,propranolol,drug
11615,propranolol,drug
11000,propranolol,drug
1473,propranolol,drug
1461,propranolol,drug
6628,propranolol,drug
2940,propranolol,drug
2939,propranolol,drug
9074,propranolol,drug
2883,propranolol,drug
7664,propranolol,drug
7441,prostaglandin F2alpha,drug
7439,prostaglandin F2alpha,drug
